well_id,well_type,Log_Date_Time,FTHP,CHP,ABP,FLT,Battery_Voltage
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:58:05,5.01,91.68,3.69,12.99,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:59:05,4.51,88.4,3.73,12.14,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:59:41,4.58,88.47,3.7,12.27,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:00:41,4.27,90.46,4.01,12.04,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:02:18,4.3,88.89,4.17,13.95,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:02:54,4.33,90.08,4.0,12.63,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:03:54,4.84,90.83,4.48,12.28,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:05:30,5.33,92.05,4.14,14.02,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:06:06,4.86,91.61,4.12,12.23,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:07:06,4.63,90.3,4.01,13.76,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:07:43,5.41,91.61,4.07,13.98,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:08:43,4.32,91.69,4.59,12.44,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:09:43,4.3,91.01,4.59,12.35,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:10:43,4.29,90.95,4.56,12.37,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:11:55,4.66,89.78,4.05,13.62,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:13:31,4.5,89.29,4.07,13.97,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:14:08,4.59,90.15,4.06,12.76,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:15:08,4.14,91.14,4.18,12.01,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:15:44,4.52,90.76,4.09,12.05,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:16:44,4.31,88.78,4.3,12.19,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:18:20,4.2,91.06,4.11,12.5,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:18:57,4.22,90.61,4.31,12.14,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:19:57,4.12,88.84,4.29,12.49,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:21:33,4.54,89.55,4.61,13.97,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:22:09,4.19,89.08,4.52,12.45,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:23:09,4.75,89.3,4.04,13.05,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:23:45,4.52,88.78,4.59,13.53,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:24:45,4.7,91.14,3.78,12.9,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:26:22,4.81,90.36,3.74,12.1,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:26:58,4.83,91.53,3.79,12.14,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:27:58,4.7799997,92.23,3.75,12.98,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:29:34,4.7799997,90.64,3.58,12.7,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:30:10,4.8,91.83,3.57,13.03,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:31:10,5.34,91.69,3.53,12.85,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:31:47,4.74,90.31,3.57,12.18,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:32:47,5.47,90.69,3.56,13.6,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:34:23,5.34,90.15,3.65,13.79,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:34:59,5.01,90.76,3.58,13.66,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:35:59,5.24,91.1,4.17,13.61,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:37:35,5.35,88.82,4.14,13.46,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:38:12,5.23,89.08,4.16,13.57,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:39:12,5.74,91.6,5.39,12.58,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:39:48,5.68,89.08,4.71,13.53,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:40:48,5.86,89.26,4.9700003,12.14,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:42:24,4.65,90.01,5.05,12.77,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:43:00,5.38,88.85,4.87,12.18,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:44:01,4.61,90.57,5.14,13.98,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:44:37,4.59,89.69,5.07,14.02,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:45:37,3.96,89.62,3.8,13.49,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:47:13,4.32,89.88,3.8899999,13.41,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:47:50,3.98,90.61,3.82,12.94,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:48:50,4.36,87.98,3.75,12.15,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:50:26,3.92,91.2,3.68,13.09,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:51:02,4.34,92.14,3.74,12.23,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:52:02,3.96,91.04,3.98,12.64,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:52:38,3.91,90.76,3.97,12.58,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:53:38,4.02,92.36,4.35,13.67,11.38
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:55:15,3.8899999,89.54,4.36,12.23,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:55:51,3.94,92.06,4.33,12.18,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:56:51,3.59,89.6,4.47,13.94,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:58:27,3.59,91.75,4.41,12.38,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:59:04,3.67,90.76,4.46,13.89,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:00:04,3.63,91.71,4.18,11.92,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:00:40,3.6399999,91.99,4.4,12.41,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:01:40,4.36,90.01,3.92,13.81,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:03:16,4.88,90.87,4.26,14.0,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:03:52,4.46,88.93,3.94,13.75,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:04:53,4.95,90.58,4.2,12.88,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:06:29,4.62,90.67,4.27,13.82,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:07:05,4.86,90.31,4.77,12.94,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:08:05,4.75,90.23,4.65,13.72,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:08:41,4.64,89.24,4.34,13.89,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:09:41,5.45,90.59,5.23,12.11,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:11:18,5.42,91.31,5.28,13.61,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:11:54,5.4,90.31,5.3,12.05,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:12:54,4.75,89.56,4.79,13.87,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:14:30,5.24,91.45,4.61,13.52,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:15:06,4.77,91.07,4.69,13.93,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:16:07,4.93,91.08,4.59,11.83,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:16:43,5.38,92.14,4.63,13.57,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:17:43,4.5299997,88.87,4.75,12.12,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:19:19,4.06,91.0,4.76,12.95,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:19:55,4.0,89.92,4.77,12.09,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:20:55,4.08,88.04,4.5299997,13.31,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:22:32,4.03,92.13,4.75,12.44,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:23:08,4.09,90.92,4.52,13.57,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:24:08,4.01,89.29,4.23,13.79,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:24:44,4.04,91.83,4.25,13.84,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:25:44,3.75,91.49,4.04,12.64,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:27:20,3.66,88.2,3.69,13.33,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:27:57,3.69,91.07,4.11,12.67,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:28:57,3.67,89.7,3.6399999,13.38,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:30:33,3.99,89.82,3.57,13.16,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:31:09,4.0,90.0,3.6,13.44,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:32:09,3.94,90.41,3.59,12.23,11.38
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:32:45,3.97,90.0,3.56,12.18,11.38
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:33:45,4.26,89.84,3.53,12.29,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:35:22,4.33,92.01,3.59,13.66,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:35:58,4.28,88.62,3.54,12.94,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:36:58,3.72,88.26,3.62,13.18,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:38:34,3.78,90.31,4.05,12.56,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:39:10,3.7,88.62,4.09,13.17,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:40:10,3.84,90.09,3.8899999,12.55,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:40:47,3.82,88.4,4.03,12.5,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:41:47,3.77,92.32,4.36,13.12,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:43:23,3.8600001,92.85,4.51,13.06,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:43:59,3.83,92.06,4.34,11.73,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:44:59,3.94,91.41,4.42,13.16,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:46:35,4.03,88.9,4.85,13.82,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:47:12,3.95,91.76,4.86,13.75,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:48:12,4.39,91.9,4.5299997,12.54,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:48:48,4.02,88.93,4.86,13.75,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:49:48,4.18,91.42,4.63,12.94,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:51:24,4.2,89.99,3.98,13.56,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:52:00,4.19,92.29,4.64,13.62,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:53:01,3.63,92.69,4.02,13.69,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:53:37,3.6100001,89.69,3.97,12.0,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:54:37,4.01,89.08,3.99,12.55,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:56:13,4.0,90.94,3.92,11.92,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:56:49,3.91,88.7,3.97,12.76,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:57:49,4.04,90.07,3.84,12.32,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 04:59:26,4.6,88.72,3.87,13.18,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:00:02,4.08,89.08,3.8600001,12.27,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:01:02,3.92,92.08,3.88,12.4,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:01:38,4.58,89.08,3.91,12.45,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:02:38,3.97,89.5,3.66,13.58,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:04:14,3.99,90.08,3.66,13.06,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:04:51,3.97,89.77,3.62,13.62,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:05:51,3.99,90.5,3.6100001,11.64,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:07:27,4.11,88.81,3.71,11.88,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:08:03,4.09,88.55,3.62,11.69,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:09:03,4.05,92.36,3.65,12.91,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:09:40,4.09,88.78,3.69,11.73,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:10:03,4.05,92.36,3.66,12.81,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:11:03,4.04,92.26,3.65,12.79,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:12:16,4.68,92.78,3.8,13.07,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:13:52,4.18,89.13,3.99,13.34,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:15:28,3.92,90.05,4.06,13.16,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:16:05,4.16,91.83,4.0,13.71,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:17:05,3.66,91.28,4.06,12.69,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:17:41,4.0,90.46,4.04,12.63,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:18:41,3.75,88.86,4.24,12.52,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:20:17,3.77,90.55,4.01,12.37,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:20:53,3.73,90.61,4.25,13.17,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:21:53,3.9,91.7,4.01,12.67,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:23:30,3.76,88.81,3.9,13.49,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:24:06,3.85,91.38,3.97,12.63,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:25:06,3.82,89.2,4.27,12.79,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:25:42,3.78,91.68,3.91,13.03,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:26:06,3.85,89.81,4.23,12.81,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:27:06,3.81,89.91,4.24,12.9,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:28:18,4.15,90.33,3.81,13.07,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:29:55,3.75,92.71,4.14,12.0,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:31:31,3.8,90.75,4.09,11.65,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:32:07,3.73,90.99,4.08,11.96,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:33:07,3.98,91.03,4.17,12.82,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:33:43,4.12,90.99,4.01,11.69,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:34:44,3.92,90.62,4.27,13.6,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:36:20,4.26,89.07,4.79,13.4,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:36:56,3.93,91.07,4.77,13.35,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:37:56,4.27,92.29,5.51,13.78,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:39:32,4.93,91.83,5.51,13.61,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:40:09,4.86,91.38,5.5299997,13.84,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:41:09,5.05,91.69,5.41,13.52,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:41:45,4.64,91.38,5.46,13.66,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:42:45,5.7,91.85,5.02,13.15,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:44:21,5.17,88.52,5.02,12.19,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:44:57,5.68,88.85,5.04,12.63,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:45:57,4.7200003,90.37,5.46,13.79,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:47:34,4.11,92.0,5.38,13.99,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:48:10,4.71,92.06,5.43,13.68,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:49:10,3.99,89.22,5.0,13.44,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:49:46,4.14,92.45,4.83,13.94,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:50:46,4.01,92.61,5.49,12.54,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:52:22,4.67,88.3,5.32,13.35,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:52:59,4.52,92.29,5.41,12.5,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:53:59,4.88,90.66,5.23,12.18,11.41
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:55:35,4.83,89.57,4.75,13.12,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:56:11,4.81,91.07,4.77,12.23,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:57:11,4.88,92.49,5.25,11.87,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:57:48,4.88,89.24,4.77,12.72,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 05:58:48,4.81,92.81,5.13,12.76,11.35
08503c46-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 06:01:00,4.16,92.52,5.15,12.81,11.35
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:40:15,20.4,17.62,8.66,11.69,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:41:10,20.47,19.92,8.69,12.35,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:42:45,20.89,18.78,8.7,12.69,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:43:26,20.83,20.76,7.95,12.63,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:44:20,21.12,20.84,7.98,13.77,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:45:56,21.15,19.0,8.45,11.83,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:46:36,21.05,19.54,8.16,11.87,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:47:31,20.92,17.65,8.41,12.79,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:48:11,21.05,19.39,8.38,12.76,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:49:06,20.98,19.32,8.02,12.05,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:50:41,21.14,20.97,7.8,11.73,10.11
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:51:22,20.85,18.24,7.7799997,11.78,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:52:17,20.66,20.14,8.64,11.64,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:53:52,20.7,17.76,8.5,11.56,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:54:32,20.61,18.01,8.48,13.12,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:55:27,20.64,18.77,7.81,11.73,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:56:08,21.0,18.7,8.01,11.78,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:57:02,20.92,21.37,8.06,12.01,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:58:38,21.24,19.68,8.1,11.69,10.11
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 02:59:18,21.33,19.77,8.53,12.9,10.11
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:00:13,20.99,18.48,7.71,13.33,10.11
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:01:48,20.83,20.0,8.68,11.78,10.18
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:02:29,20.89,20.08,7.92,12.85,10.11
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:03:24,21.26,19.3,8.09,13.69,10.11
08516524-5be8-11f0-8aff-f91c9dc0ec5c,Self flow,2026-02-12 03:04:59,20.95,18.14,7.8,12.97,10.11
